vibration,current,speed,temperature,micro_stop,cause
9.056994577214794173e-01,6.336412897199332761e-01,4.687957633680781555e-01,5.294663902272765954e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.304757393910522367e-01,6.336412897199332761e-01,4.687957633680781555e-01,8.811853225688305313e-01,1.000000000000000000e+00,4.000000000000000000e+00
3.304757393910522367e-01,6.336412897199332761e-01,4.687957633680781555e-01,2.734529185253636863e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.561399329247816659e-01,6.336412897199332761e-01,4.687957633680781555e-01,3.347187430553968390e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.818321925659092952e-01,2.667190985322743790e-01,6.060135356525740979e-01,6.900784277636577979e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.918554433862326603e-01,2.135225237939303577e-01,6.061042162129813837e-01,6.620426074677574491e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.432913350087744342e-01,4.526787686735501137e-01,4.950536519352511933e-01,3.931885856058296436e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.129357162448496821e-01,1.930478857847431895e-01,5.543636526257004205e-01,5.033766478389511967e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.805646152191514697e-01,2.980548257204891360e-01,5.816308984400603288e-01,1.497244175444581160e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.126268678844351667e-01,5.656336524496733409e-01,5.409007231077850308e-01,6.145100172347627288e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.070935267933922574e-01,5.840739184799241812e-01,4.981067022905694142e-01,4.704210517450783113e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.511855958324078708e-01,6.544489818289740413e-01,5.850513819536206084e-01,4.724380551557785246e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.961891695631386878e-01,7.136854027317766080e-01,5.029955775530975393e-01,4.534055835084009889e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.009534338520746699e-01,7.031350799912968741e-01,5.379981550874906038e-01,4.293516677457337449e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.921171404091166490e-01,1.366840881671555485e-01,5.321726305696186099e-01,3.348257063944752865e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.994406622108853111e-01,5.156957425063944944e-01,5.114053808455991668e-01,7.106868071580516588e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.006047764253733656e-01,5.099294894897248298e-01,5.224010947419983619e-01,7.595563317661970792e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.939220449389195577e-01,4.753581172142278266e-01,4.439673106831623084e-01,7.072698147636240495e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.782906567653130825e-01,6.233015008705790061e-01,3.979849555281878559e-01,5.560285248705675309e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.697473007720535998e-01,2.074256556006137675e-01,5.474229146559853598e-01,4.308076419766269094e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.238290595061570798e-01,2.967843657941588997e-01,4.759783328541297709e-01,2.764135792326132823e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.343605416907244443e-01,6.742930592524214450e-01,5.640857533358818454e-01,4.264025720257851870e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.918472041691040131e-01,7.043925950618389331e-01,5.352761155687636441e-01,4.452782613578625259e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.843090770402734391e-01,4.667620410653491869e-01,4.768563042062135549e-01,6.433900879448322119e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.752685878107682393e-01,5.041259358800107560e-01,6.154280676804412265e-01,3.623133557517141390e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.265423238424696395e-01,5.056375290464701910e-01,4.865206413624612591e-01,5.111403250546019406e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.669580295401283943e-01,6.878768663768064506e-01,4.530482977160166236e-01,5.994704456625725708e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.628891254061137772e-01,4.933798695931235212e-01,4.249179160921623954e-01,4.660033725732781740e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.984569358548694096e-01,3.777679834281792437e-01,5.841153575401892839e-01,3.993752081628827444e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.817106880820103076e-01,3.830793583188671914e-01,4.301215304695071850e-01,3.739518655593299656e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.941725216026162437e-01,6.894823721024713192e-01,4.931236402467996660e-01,4.006318693651996221e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.711919670236654478e-01,6.470541959619217076e-01,5.600647311690296615e-01,5.718027630796519434e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.711919670236654478e-01,4.093480527576652261e-01,6.299344743400030477e-01,5.331458729226639104e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.076957645018921106e-01,5.443148274070889192e-01,5.586574063569568205e-01,3.680425074426110221e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.447023777457008942e-01,4.071859073859584455e-01,5.293843965710859356e-01,3.689695730317040234e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.905720695344892135e-01,5.026392679463084212e-01,5.188942021415553496e-01,3.505096062658588085e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.856831687757458549e-01,5.062991129935461299e-01,4.089468099135861179e-01,4.692842109001031936e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.470555658261162080e-01,1.160398188051542101e-01,4.672888744877887190e-01,5.406280959098889172e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.679339800366828173e-01,7.165524666327994785e-01,5.313269560793515423e-01,4.008801899752121312e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.654434162360357452e-01,7.357365549070933319e-01,5.379170390959692183e-01,8.022656843624843548e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.385221085695550691e-01,3.431455407788685519e-01,5.458585003203156871e-01,5.762611248775606487e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.439735714258945976e-01,3.469742407673084283e-01,5.513027605296085820e-01,3.922681894826738902e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.550062424607374867e-01,4.572707286951951944e-01,5.147816332948332851e-01,4.636931629313599812e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.278176586469303544e-01,4.506450718859732474e-01,5.173753751126286549e-01,3.142020770341156788e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.057481265128303649e-01,6.384967863192607673e-01,4.326581144609288887e-01,2.966950139171766754e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.733273999594112547e-01,5.353177860403318666e-01,4.995892907276872630e-01,6.320673769626927729e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.502948656908326130e-01,3.533319740891801564e-01,4.052550353235554459e-01,9.391201750657793834e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.499652912444199959e-01,3.453078698127201585e-01,4.930368612163917308e-01,2.337419240115063412e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.956674451843565588e-01,7.003034253971586187e-01,5.391362541036396339e-01,6.138243074493792140e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.965969022852015247e-01,6.215963660413401648e-01,4.536920754176778647e-01,6.232202314594219583e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.555984572032915958e-01,7.363291175556728740e-01,5.312474195032457214e-01,4.308765313131566743e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.174889930402637450e-01,4.264909194938067416e-01,5.153270707226662584e-01,6.464268738521642410e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.158788385012139432e-01,8.251264305523811071e-01,4.649417687915902153e-01,5.855220133842220509e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.701018193625469577e-01,2.250004306602800819e-01,4.828110327860588025e-01,5.744003243301820660e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.998496640313598638e-01,6.644833625424516610e-01,4.329935533693826111e-01,4.909269973678380694e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.231340782620600205e-01,2.349567574793887115e-01,5.716230037335081615e-01,5.413749240768804816e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.201975678287190541e-01,4.791278270309218268e-01,5.467828271959190856e-01,4.287339002357153928e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.669481669581294625e-01,8.253006963916302841e-01,4.904544847711218014e-01,5.170885581494164551e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.081123393475436734e-01,6.774266295428583717e-01,5.195648884885566421e-01,4.978692596919806479e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.410848327460851426e-01,4.431332021577109592e-01,4.396312240003732996e-01,4.395569911443582556e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.517646873986567724e-01,4.543159375666526167e-01,5.419585476505490718e-01,2.347380339255417114e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.642359687646346655e-01,5.352798853565741144e-01,4.462901879276744421e-01,5.161390694577787652e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.342990263918132254e-01,5.356736542929695366e-01,5.681558306961179694e-01,3.289899769792501982e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.309432473020946341e-01,6.320523500345077705e-01,5.637040937648160055e-01,3.308234512769864244e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.328331955947004372e-01,4.795836772499174061e-01,4.012549758815135426e-01,3.114936160974334234e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.563481178683152506e-01,2.385780175499264966e-01,5.268664048499069885e-01,5.819531610901997887e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.690826300058577925e-01,5.451422513131384262e-01,5.484401082511964898e-01,4.252301141371345183e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.607422003452763981e-01,4.212929851314075047e-01,5.869308116493472394e-01,2.097969726222115028e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.937762773087895907e-01,2.671633737409359610e-01,4.793077183260941454e-01,5.971147133916825389e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.142917865042313741e-01,5.109480041470348954e-01,5.257606970869033169e-01,3.841574577505202370e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.567793407261405481e-01,6.053326493739082936e-01,5.504320331949010825e-01,2.977675598900998977e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.962323738444343602e-01,6.053326493739082936e-01,5.353483047513913906e-01,4.872853687809780010e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.586225629102059109e-01,3.423474826660146131e-01,5.726931975820055420e-01,4.699249299557488047e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.188720689655846430e-01,5.257246368314583140e-01,5.113411360180754039e-01,5.643302039522108959e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.723446409980965432e-01,3.317563318987335474e-01,5.176126272930573480e-01,5.114332388468468826e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.596752599428249431e-01,3.746533435748998220e-01,6.002707370886664062e-01,5.522632095891053527e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.405405433450947150e-01,3.753230533440937156e-01,4.772273851072290629e-01,6.934549640810087068e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.380492200327852137e-01,8.435220589341974051e-01,4.875487225042998141e-01,5.087000560463283971e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.465197915891532032e-01,4.888352042771226813e-01,4.666027372448643407e-01,1.487532006580936650e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.153477765315884307e-01,6.072608126581388044e-01,6.311242390034421668e-01,5.735077497969333082e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.053635288761867073e-01,6.917580861082444077e-01,5.596907662754284640e-01,5.420254487062196036e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.515380561062786402e-01,6.917580861082444077e-01,4.955814491787080001e-01,6.253866157646260637e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.127579666863565366e-01,4.766974819896577786e-01,5.192607031003577678e-01,3.345539292812878540e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.850532928820779022e-01,6.715901142469902219e-01,4.106988722615540488e-01,4.873648321848866871e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.870733602367374182e-01,6.613352071529484677e-01,4.997160987976904667e-01,2.419206813386162724e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.047176799311008599e-01,6.229844760338741905e-01,5.021682202163944009e-01,5.288631349031281959e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.691487150712014276e-01,6.843813188322005470e-01,5.040009897533164196e-01,6.212845721467550320e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.926814710621862048e-01,5.157046707054194767e-01,6.031487102384653909e-01,4.160132672842840607e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.425887517956706319e-01,4.712896992708108801e-01,4.541248086187458788e-01,5.006385869740530570e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.302546701172728638e-01,6.038242836378931999e-01,5.325366819551805575e-01,4.640281207373666561e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.314064271123149386e-01,4.922432625523029959e-01,5.582968543712432119e-01,4.304512251884859420e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.993954077601339359e-01,5.470884533860972399e-01,5.160722781299104112e-01,3.695108506545242699e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.233292236372480977e-01,8.109397842719561211e-01,5.301052282916431935e-01,4.111902292771328349e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.296205558698081517e-01,3.968754419550096224e-01,4.807237395093045818e-01,4.030351836062147641e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.121939803494136467e-01,4.929947098795582905e-01,5.494192302121957416e-01,4.905832658551678160e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.765908347378509657e-01,5.430008585516536979e-01,4.989581938277379280e-01,6.063325972840896139e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.061770493904197199e-01,4.809186937251256899e-01,4.842438055022474375e-01,4.433768263770863638e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.407598919013986039e-01,1.486635227784916524e-01,5.450174586458521597e-01,7.983336747697928892e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.929982789648281183e-01,3.700667135041789124e-01,5.511967868454910047e-01,7.845218472867495629e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.859410540450191496e-01,7.114640610443720981e-01,4.189669526698715507e-01,1.849936347206288523e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.061855937749654144e-01,7.481171693884544061e-01,5.495507265906408589e-01,4.816940670756876819e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.739375195322292900e-01,2.759507567386960680e-01,5.395566973967693691e-01,4.590291106285085410e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.860594346313895864e-01,2.446142590187735666e-01,4.838393935487568798e-01,3.262783719130256666e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.018341246178089632e-01,4.470457535320836451e-01,4.011638797073444618e-01,6.387391695717162809e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.066675685901856241e-01,1.601973527080940984e-01,4.616813608505354050e-01,7.389320703420357850e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.013567088017480744e-01,4.818259545102251962e-01,5.100542894844177777e-01,2.155119968389059004e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.115268224559573751e-01,1.526116389343790125e-01,5.501272986751908345e-01,3.370789750131995000e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.196242353518979451e-01,7.971513759122657028e-01,4.446236348646924741e-01,7.118602999127983111e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.949982222378137342e-01,4.223102155092277599e-01,5.420412751479285474e-01,5.037329554080571814e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.106219065609671759e-01,8.127581048861121094e-01,3.806442121057583283e-01,5.368606095363867015e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.040144613062126799e-01,6.714283582139995987e-01,5.331065650541979561e-01,4.163331241756671464e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.110213428610249409e-01,4.053837529145023488e-01,4.845304015247038909e-01,6.076588057252588770e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.296063863014736695e-01,3.230317722447310080e-01,5.795225333256501798e-01,6.684125729902833379e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.091210104319269125e-01,4.525862489648955767e-01,4.006581516831366763e-01,5.910895296286319267e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.418012572342375321e-01,5.083763636866062141e-01,5.108423964910226989e-01,6.677879821185171982e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.499523258688941096e-01,5.727889309912406191e-01,4.053944323958079687e-01,1.691026296943740903e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.308093572414772643e-01,3.275821986288089960e-01,4.860306057387866474e-01,6.958649465153785574e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.308093572414772643e-01,3.275821986288089960e-01,4.633926247880894578e-01,4.864833197523836250e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.308093572414772643e-01,5.300397265816847447e-01,5.853285976224104070e-01,4.037465092029832170e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.988324604767848447e-01,5.300397265816847447e-01,5.853285976224104070e-01,5.069695644126148704e-01,1.000000000000000000e+00,2.000000000000000000e+00
4.988733704630075039e-01,5.300397265816847447e-01,5.853285976224104070e-01,3.071763732944065572e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.383276763496613881e-01,5.300397265816847447e-01,5.853285976224104070e-01,5.681465825936825587e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.467819332194865378e-01,4.185530301594891922e-01,4.699247548795977836e-01,6.052055551320829618e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.822810293309237384e-01,5.009912640441461784e-01,5.913855532430852824e-01,5.583535016440658305e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.052217141504144582e-01,4.690616300507925995e-01,5.565255030818084814e-01,4.735537151404732303e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.510911601392279424e-01,4.250818856184783168e-01,5.377808716300259695e-01,4.370969481898719367e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.529336561556128404e-01,4.250818856184783168e-01,4.754321160548205527e-01,5.197844543139621409e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.309019030971248165e-01,5.330829903565490469e-01,5.617279292263235302e-01,3.611518619831698973e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.863081092995021337e-01,6.359890184081983255e-01,5.661216829559619912e-01,8.688317597291704830e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.042756574366491273e-01,4.801752973482499853e-01,5.472266688265789991e-01,2.819368597564481105e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.553325973737626375e-01,3.423424544957742732e-01,5.783300411512339867e-01,4.792549916713048641e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.243828644529584082e-01,6.357231765475523932e-01,4.673486184201329774e-01,5.855937243280224802e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.494802887877182185e-01,4.958101036184994759e-01,4.458381738596038923e-01,5.354292661473274428e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.751409500259297980e-01,5.838721040579586408e-01,4.896147735335525941e-01,3.949542668097272280e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.502558609026872327e-01,3.602277727890023096e-01,4.619089030192798373e-01,8.356529403746324469e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.117279308041981389e-01,2.915006881963433383e-01,5.003130284939609762e-01,5.454148197471561099e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.575862890630635560e-01,5.901335961864077051e-01,5.745911763123475735e-01,5.127676154038337542e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.476565836218189931e-01,6.611507257686478622e-01,4.429031637829612955e-01,4.011755633053840087e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.406241253506978817e-01,6.584666257698164049e-01,4.951698418701415139e-01,4.233972603650599797e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.378091306416321826e-01,5.605674783571477082e-01,5.311543285086224309e-01,5.930105176098182662e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.054613492252029938e-01,6.750178264322455046e-01,4.726935063792649383e-01,2.657403615992730561e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.087146265970097447e-01,6.286985719314267529e-01,4.746642786305292350e-01,4.750735490676851192e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.807461001468099404e-01,6.169729802485234282e-01,4.732703211487026551e-01,5.692571635087025905e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.825375884933199466e-01,3.860330670026267952e-01,5.469120607050186322e-01,6.999349888781316587e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.935770313258921127e-01,3.397454617587661319e-01,5.391802798315672440e-01,4.806080820814706556e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.284615115286917186e-01,4.999326400148518812e-01,5.446828445949233322e-01,4.806080820814706556e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.066242700456235815e-01,3.987314100286949436e-01,5.145020851041446353e-01,5.422150714333954236e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.369067191598142275e-01,4.971220248880534598e-01,6.104065904151816380e-01,5.737186962560104631e-01,0.000000000000000000e+00,0.000000000000000000e+00
